Transcript.ID score S1 S2 S3 S4 S5 S6 S7 S8 maxn n peak
TRINITY_DN146_c0_g1_i7 0.250888449826879 0.6264078019454503 0.6064678897420631 0.4064891533080903 0.49398837320543115 0.3431620162229905 0.5824912322408524 0.4174360365039971 0.4347105356678309 0.6264078019454503 8 S1
TRINITY_DN146_c0_g1_i2 0.2964093644318915 0.887060636024588 0.906804937117332 1.2463811428088796 1.1870077536901906 1.0850578323440512 0.8123737274684796 0.6598737453181721 0.6004160710402218 1.2463811428088796 8 S3
TRINITY_DN146_c0_g1_i3 0.05958596579609315 0.9184273530099875 0.9454265680537329 0.8931510441912233 0.9169900540187568 0.9130284297633992 0.8268057110701399 0.8666481997432992 0.8885960985519524 0.9454265680537329 8 S2
TRINITY_DN146_c0_g1_i8 0.12629746614342555 1.597460524952422 1.644769470139676 1.5379595073066856 1.7109894451028105 1.5242388047209268 1.444093304248096 1.4822950015191199 1.7890701818635097 1.7890701818635097 8 S8
TRINITY_DN146_c0_g1_i9 0.20200626799960553 0.4219533742801251 0.610621867596255 0.5630071265705441 0.5786153131708739 0.42381209518761703 0.390696131752871 0.5455504968230867 NaN 0.610621867596255 7 S2
TRINITY_DN141_c0_g4_i2 0.23034105699590438 1.3214364469054571 1.2855379589191573 1.8551743451672598 1.89207219725928 1.6344878875128455 1.6665987520068934 2.134446809336501 1.8442649384358776 2.134446809336501 8 S7
TRINITY_DN141_c0_g4_i1 0.26270004883119685 0.5717512302962829 0.6033134371173977 1.6302288145880872 1.5919901755468768 1.3523572747419905 1.1565542354932046 1.5131038448949703 1.6247031796376854 1.6302288145880872 8 S3
TRINITY_DN141_c0_g1_i1 0.38715206583327205 0.6471923431147838 0.6225302395469452 1.1290918502369804 1.5596929258654668 1.5070991988283657 1.6196702327852177 1.9931873419051265 2.1162239034588146 2.1162239034588146 8 S8
TRINITY_DN120_c0_g1_i4 0.36958455101662113 NaN 0.4133524289065515 0.596949867933275 0.3583115072805416 NaN NaN 0.3030217928092105 0.4306199470585934 0.596949867933275 5 S3
TRINITY_DN120_c0_g1_i5 0.38325085119413166 0.5012407730477237 0.47969174491557354 0.4399168612520077 0.534989379467549 0.5684605074514714 0.822024076621815 0.5185962489032985 0.505983031843416 0.822024076621815 8 S6
TRINITY_DN120_c0_g1_i6 0.17954758935449558 0.4766059464223161 0.7236751031830275 0.7292769641994905 0.7910939324085081 0.8321120752993533 0.7499455626487173 0.6641961235256358 0.6441648743584197 0.8321120752993533 8 S5
TRINITY_DN120_c0_g1_i1 0.304210350040599 3.0980149308457974 2.893865824980264 4.620093589255362 4.020528025540231 3.7081427133149165 2.8326232266925397 2.8685338607761794 3.080584526583697 4.620093589255362 8 S3
TRINITY_DN120_c0_g1_i9 0.3224214792986241 0.6878995180689532 0.8644415709207364 1.0630334700039141 0.7577287151376145 0.8398465740491247 0.5439893069780211 0.6893085167792329 0.6588063204954354 1.0630334700039141 8 S3
TRINITY_DN120_c0_g1_i11 0.1878919001650571 0.36830286225382114 NaN 0.47038405760520935 0.41593376564180407 0.5285580763736837 0.5371170347015978 0.44368636068431755 0.5672443027847729 0.5672443027847729 7 S8
TRINITY_DN163_c0_g1_i1 0.28212985970393023 4.59540813664892 4.114896001688349 2.764925424053204 3.2231095877736147 2.490307880616761 3.5220260819681655 3.7168435475363464 3.260235462780583 4.59540813664892 8 S1
TRINITY_DN165_c0_g1_i1 0.3345244401596123 0.5906166273628495 0.4257367099286175 1.0752916088360729 0.888421249657895 0.5889003353251422 0.6137804469763747 0.9421049014810432 0.9595017269410754 1.0752916088360729 8 S3
TRINITY_DN165_c0_g1_i2 0.23840009085911149 1.8263102180561332 2.0262846173846962 3.3889432941876687 3.3125411952686137 3.223864985193713 3.7454568070728618 3.316769700449711 2.8730629371641614 3.7454568070728618 8 S6
TRINITY_DN164_c0_g1_i4 0.4019705493446171 NaN NaN 0.7331570185377995 1.0397467274176881 1.022611629698998 1.5864003704557115 1.7870412406302378 2.0630947121349457 2.0630947121349457 6 S8
TRINITY_DN164_c0_g1_i6 0.4779831034808075 NaN NaN 0.9133460763753476 1.138716710845988 1.1878947007755924 1.209478653618425 2.0018021500711884 2.4716588044193144 2.4716588044193144 6 S8
TRINITY_DN164_c0_g1_i3 0.24733412728784007 0.5945188094772034 0.7830008156428475 0.8926960508587412 1.26865787508497 1.1935855237737456 1.1236711649225244 1.0215976907819595 1.0750583516108614 1.26865787508497 8 S4
TRINITY_DN164_c0_g1_i8 0.2153814825444019 0.5261267236938556 0.5312324088525978 0.8454199486314519 0.8966079815031702 0.8606337150915149 0.680002495749361 0.8290564274350949 0.6519948568472401 0.8966079815031702 8 S4
TRINITY_DN164_c0_g1_i10 0.22449930102983937 0.8050507107792635 0.9463369268257523 0.9688320497439008 1.0531289844071152 0.6595557570387639 0.7416185398464719 0.8688996071706147 0.7266222531894057 1.0531289844071152 8 S4
TRINITY_DN122_c0_g1_i5 0.12386195065677993 0.47572752370521076 0.47320716689503417 0.36003688733902955 0.4482273336427758 0.42181002771314535 0.3471988294413242 0.3946354637844518 0.4725051836499861 0.47572752370521076 8 S1
TRINITY_DN122_c0_g1_i6 0.13210341039618617 1.4116175446256587 1.3908903869690832 1.3511365494927376 1.5621705498992007 1.6202562102961684 1.4656645893880864 1.36073622827968 1.3012880257486639 1.6202562102961684 8 S5
TRINITY_DN106_c3_g2_i6 1 NaN NaN NaN 0.6713115122919859 NaN NaN NaN NaN 0.6713115122919859 1 S4
TRINITY_DN106_c3_g2_i4 0.3566951895444271 NaN NaN 0.40380672384088534 0.710123074531649 0.6720365625981515 0.2946334831460966 NaN NaN 0.710123074531649 4 S4
TRINITY_DN106_c3_g2_i5 0.25257325097702077 NaN 0.2139657351227123 0.39308889973082345 0.3696545934879252 0.3371932769400714 0.4102812474115713 0.3030217928092105 0.22300677553679726 0.4102812474115713 7 S6
TRINITY_DN106_c1_g1_i5 0.5824409734033277 0.4139132517524393 0.3132768878131338 1.7113098832069744 2.269632871948525 2.366611601005316 1.6807809801533165 0.22519903073536085 0.3032873495274548 2.366611601005316 8 S5
TRINITY_DN106_c1_g1_i7 0.4919631257953744 0.21891733825740545 0.33684502347377343 NaN NaN 0.9773073629143919 0.8916626202285803 0.5386077292090139 NaN 0.9773073629143919 5 S5
TRINITY_DN179_c0_g1_i2 0.2587613512179094 0.9826884439186765 1.0111002463481507 1.0761438263324106 0.9929403269111882 0.9834345629124822 0.5195262318465952 NaN 0.2963865624178563 1.0761438263324106 7 S3
TRINITY_DN179_c0_g1_i3 0.3432032505848493 NaN NaN NaN 0.6361503018744553 0.6347872865974417 0.3628076438833376 0.38411655319633464 0.2895743179653225 0.6361503018744553 5 S4
TRINITY_DN171_c0_g1_i2 0.2803511314195547 0.4008469702009503 0.28035615467440095 0.35930835393086236 0.5962777555103246 0.5839288167721518 0.5283793650399389 0.3691875228270538 0.4817671013434892 0.5962777555103246 8 S4
TRINITY_DN183_c3_g1_i10 0.5541664853483451 0.2799023418871706 0.2653823714548169 0.41435211909370356 0.9704815721757732 0.7736360741906244 0.49924783658867994 0.3994206812391292 0.3967710471403958 0.9704815721757732 8 S4
TRINITY_DN183_c3_g1_i1 0.5091650889545309 0.2299482235166641 0.278895132287476 0.3314516008257602 0.7336525692154501 0.6001142175666807 NaN NaN NaN 0.7336525692154501 5 S4
TRINITY_DN183_c3_g1_i5 0.47669380335514866 0.2870709601224126 0.46541005361302634 0.5968079332352643 1.0213338902751068 0.8272906838990449 0.5733760456271293 0.45686644524925885 NaN 1.0213338902751068 7 S4
TRINITY_DN183_c3_g1_i4 0.3771024088641424 NaN NaN 0.44012648917845976 0.6685794308236885 NaN 0.39278654470765684 NaN NaN 0.6685794308236885 3 S4
TRINITY_DN170_c0_g1_i5 0.47843898321727113 NaN 0.4291665224870466 0.5123709907729562 0.861640541014984 0.3842517323711947 0.4200738052409214 1.14404939762055 0.972645810548752 1.14404939762055 7 S7
TRINITY_DN170_c0_g1_i6 0.550779833023964 0.7472103331975021 0.5929369594701749 0.4567018200130244 0.29650699601645547 0.345904123628229 0.390696131752871 0.7878199040650591 1.1504941655722714 1.1504941655722714 8 S8
TRINITY_DN170_c0_g1_i7 0.35402392921465625 0.6387997895812951 0.678763252028423 NaN 0.23812984749631028 NaN NaN NaN NaN 0.678763252028423 3 S2
TRINITY_DN170_c0_g1_i1 0.38176075719441077 0.21891733825740545 0.42023099732289193 NaN 0.3006892489192792 NaN NaN NaN NaN 0.42023099732289193 3 S2
TRINITY_DN170_c0_g1_i2 0.5011263509485536 0.9041324502958288 1.1481120336868287 1.652590318219587 2.1689012070846014 1.5734695849052283 2.0045605513741305 3.7557541954205775 3.782097177769342 3.782097177769342 8 S8
TRINITY_DN170_c0_g1_i3 0.3394267933694801 NaN 0.3408558256348959 0.3314516008257602 NaN 0.3431620162229905 NaN 0.5659372958303409 0.47990261435016723 0.5659372958303409 5 S7
TRINITY_DN170_c0_g1_i8 0.3449577051585605 0.3803976154845934 0.3408558256348959 0.43919811300375544 0.6359436265544192 0.447686311314816 0.4312555778256435 0.6574590888864495 0.7268442674729041 0.7268442674729041 8 S8
TRINITY_DN100_c0_g1_i23 0.354991753772322 0.32965040852558963 0.2893659268921285 0.4816145872277445 0.6749484522652601 0.4983697932359119 0.49208818736843235 0.5387800892591347 0.41756222991896585 0.6749484522652601 8 S4
TRINITY_DN248_c0_g1_i1 0.7119939700780594 0.33078876367383864 0.4169318706738843 1.2367974892519422 2.209744712011172 0.9957450894623069 0.7881248890395799 5.342647656450723 4.792870371530204 5.342647656450723 8 S7
TRINITY_DN278_c0_g1_i2 0.29219367663709483 1.3642767613164608 1.1357115330685728 1.0748355480617278 0.7816263439298812 0.9552170751164111 1.1318893322343875 0.6921927745773052 0.9880334223497055 1.3642767613164608 8 S1
TRINITY_DN291_c0_g1_i4 0.22434874368926747 0.5339680152750491 0.5528729516899104 NaN 0.3696545934879252 0.42537550543092184 0.6718530261317056 0.5991585217497453 0.6457122750177975 0.6718530261317056 7 S6
TRINITY_DN291_c0_g1_i1 0.32132653642618764 1.9615090806663786 1.6295880798361537 1.1877897715279264 1.1095169466088441 1.0465895946612749 1.9514979938502919 1.4948542732467551 0.8987324715201037 1.9615090806663786 8 S1
TRINITY_DN291_c0_g1_i2 0.10964719446511859 5.40043682333442 5.496870529244685 5.185148408395433 4.888220651589883 5.09144608486271 4.998906451110429 4.403501796653543 4.291418465678677 5.496870529244685 8 S2
TRINITY_DN291_c0_g1_i3 0.7214304875364571 2.16946060593448 2.5740705404824165 0.5306640610350074 0.3953245977462152 0.41578363259572093 0.30878296648246817 0.48232958925983915 NaN 2.5740705404824165 7 S2
TRINITY_DN242_c0_g2_i1 0.4985907817430791 NaN NaN NaN 0.23852585501718782 NaN NaN 2.91242164721742 2.682104267714453 2.91242164721742 3 S7
TRINITY_DN242_c0_g2_i3 0.7275182947297679 NaN 0.22060241584081286 NaN NaN 0.2231492562089734 0.23482166096574097 2.2674268414770524 1.7927559963491266 2.2674268414770524 5 S7
TRINITY_DN242_c0_g2_i2 0.2456651167551296 NaN NaN NaN NaN NaN NaN 2.217405623847233 1.6726664123713213 2.217405623847233 2 S7
TRINITY_DN242_c0_g2_i5 0.7588511666883063 NaN 0.2183658270059876 NaN NaN NaN NaN 0.9055230498409328 NaN 0.9055230498409328 2 S7
TRINITY_DN242_c0_g2_i4 0.6736159364229619 NaN NaN NaN 0.23852585501718782 NaN NaN 3.03299383823648 1.741315852438292 3.03299383823648 3 S7
TRINITY_DN247_c1_g1_i4 1 NaN NaN NaN NaN NaN NaN NaN 0.9110214263172308 0.9110214263172308 1 S8
TRINITY_DN258_c0_g1_i4 0.15085407093043637 2.74467147225353 2.8386069765544137 1.6464724642488722 1.9247698244001505 2.4664556954046097 2.4222148028174577 2.837254561556706 2.8309020879061726 2.8386069765544137 8 S2
TRINITY_DN258_c0_g1_i2 0.14961307011788896 1.62706864616601 NaN 1.532616060176858 1.5914002001129424 NaN 1.8623228005610937 NaN NaN 1.8623228005610937 4 S6
TRINITY_DN257_c0_g1_i4 1 1.266102065403019 NaN NaN NaN NaN NaN NaN NaN 1.266102065403019 1 S1
TRINITY_DN257_c0_g1_i1 0.4586484062266745 3.3245014483073683 4.19188194206341 2.581286222670898 NaN NaN NaN NaN 0.9020582397586825 4.19188194206341 4 S2
TRINITY_DN257_c0_g1_i2 0.053443082296281585 1.3126871316460411 1.3868021109924686 NaN NaN NaN NaN NaN NaN 1.3868021109924686 2 S2
TRINITY_DN257_c0_g1_i3 0.6100262331733811 3.922472315809947 2.608807886614732 2.8737985316256727 1.4512299833527516 0.9900108848099745 0.5416827113020348 1.135526121970707 1.1065730102108828 3.922472315809947 8 S1
TRINITY_DN218_c0_g1_i5 0.1949986857044916 1.3547501408960778 1.4323101958878706 1.9169147841004879 1.7922828516313656 1.5021448402632533 1.5603940558707723 1.9824097397129965 2.0481256016800127 2.0481256016800127 8 S8
TRINITY_DN244_c0_g2_i5 0.5971584556838607 2.7784021414976565 2.271554487569692 1.2619692614211864 0.958103101626102 0.53381712341276 0.8342878259150419 1.518578693757059 0.45648017218345105 2.7784021414976565 8 S1
TRINITY_DN273_c0_g1_i5 0.30073188224723635 NaN 1.5974284876179778 NaN 1.2375738630165083 0.9964877605460263 NaN NaN NaN 1.5974284876179778 3 S2
TRINITY_DN273_c0_g1_i6 0.39275438399806684 1.990689779998694 1.8674803395208104 1.9909862011381607 1.561839041383301 1.4419230956844107 0.6882072044706833 0.5249945557977321 0.38798947827480657 1.9909862011381607 8 S3
TRINITY_DN284_c1_g3_i1 0.3099821160989114 2.9606173372573745 3.2260530342602416 4.460686651405611 4.5580004822496525 3.4925586078607735 1.257073555405263 3.2588794278700726 3.359844319014989 4.5580004822496525 8 S4
TRINITY_DN233_c0_g1_i5 0.3218572393872777 1.1803772395107976 1.025098426561266 0.9431346562409239 0.8447123011077776 0.9927418496297014 0.9047483282725661 1.267613064117346 1.5079896533401076 1.5079896533401076 8 S8
TRINITY_DN233_c0_g1_i10 0.16005113977327035 0.6908835400155482 0.7997011931012299 0.5624920123573025 0.761748764629151 NaN NaN NaN NaN 0.7997011931012299 4 S2
TRINITY_DN233_c0_g1_i11 0.41452658568387285 1.047455738299157 0.8768599825842772 1.1673234077994528 0.8822474436928269 1.2504142488531886 0.920509579072211 1.5784443418585357 1.8844956560693067 1.8844956560693067 8 S8
TRINITY_DN259_c0_g2_i3 0.21333328006987745 0.9081887148046673 0.944207475630091 1.2382693063862813 1.2505920120349157 1.1165092997642956 1.335640955358528 0.8215655486919665 1.0755976681813821 1.335640955358528 8 S6
TRINITY_DN229_c1_g1_i1 0.18386839614865597 2.664789296219467 2.63579645905931 2.3438364902722033 2.4924405379272208 2.724748107628964 2.9964927634710152 2.0771024950826775 2.1800137286739774 2.9964927634710152 8 S6
TRINITY_DN297_c0_g2_i1 0.28986623396438893 NaN 1.2425497090125743 0.7437582234129151 0.6664950259551339 0.7453998235748998 1.1938465985423863 0.8812265528956997 1.284564541492112 1.284564541492112 7 S8
TRINITY_DN297_c0_g2_i3 0.45173822407454417 1.8177774757369771 1.1946949381785401 0.9534504895753426 0.9100735883711891 0.8341607870154985 0.8738191483850531 1.2422650100733812 0.9678613879949256 1.8177774757369771 8 S1
TRINITY_DN297_c0_g2_i2 0.21262195123550773 0.9044140271519474 0.7288458787780039 NaN 0.5692828036099216 0.5944935821909647 0.8408898420155739 0.9242652906386258 0.7285510727563138 0.9242652906386258 7 S7
TRINITY_DN297_c0_g3_i1 0.28396692954219865 2.828203789979765 2.996716644151644 2.873769922015087 3.1344238574162224 3.406895729389734 4.120831319538477 2.832559468967181 2.5819911060550296 4.120831319538477 8 S6
TRINITY_DN287_c21_g1_i1 0.18412772457436674 0.7524307139477445 0.841843473419039 0.7759084266524198 0.8427114296290302 0.932255932255759 0.7944275033174764 0.5414230007070383 0.7754678334271095 0.932255932255759 8 S5
TRINITY_DN287_c0_g6_i1 0.1520172684302102 0.6663205003435572 0.7080613056491115 0.5908640243081521 0.6039063164527292 0.7035296782984041 0.44465249365417403 0.5741484836674496 0.6195448238579715 0.7080613056491115 8 S2
TRINITY_DN255_c0_g1_i6 0.2059310868161572 1.9355180521316664 2.0375463446033195 1.2176521283560255 1.755730728106592 1.638605618994326 2.035779678899463 1.6164617758565527 1.1259174976014614 2.0375463446033195 8 S2
TRINITY_DN255_c0_g1_i3 0.17697953118925344 0.5842862075263499 0.8254825305681267 0.8091786635058135 0.6536801233872396 0.5918468911526528 0.7600252419958332 0.7430156344758595 0.6136903730790791 0.8254825305681267 8 S2
