ID	type
MA_128615g0010	gene
MA_128658g0010	gene
MA_128667g0010	gene
MA_12866g0010	gene
MA_128679g0010	gene
MA_12868g0010	gene
MA_128690g0010	gene
MA_12869g0010	gene
MA_12870g0010	gene
MA_128722g0010	gene
MA_128728g0010	gene
MA_128766g0010	gene
MA_128791g0010	gene
MA_128809g0010	gene
MA_128814g0010	gene
MA_128829g0010	gene
MA_128852g0010	gene
MA_128872g0020	gene
MA_128872g0030	gene
MA_128880g0010	gene
MA_128891g0010	gene
MA_1288g0010	gene
MA_128912g0010	gene
MA_128961g0010	gene
MA_128969g0010	gene
MA_12897g0020	gene
MA_128981g0010	gene
MA_128998g0010	gene
MA_128999g0010	gene
MA_12899g0010	gene
MA_128g0010	gene
MA_129062g0010	gene
MA_129063g0010	gene
MA_129080g0010	gene
MA_1290g0010	gene
MA_129149g0010	gene
MA_12916g0020	gene
MA_12917g0010	gene
MA_129206g0010	gene
MA_129211g0010	gene
MA_129249g0010	gene
MA_129261g0030	gene
MA_12926g0010	gene
MA_129283g0010	gene
MA_129289g0010	gene
MA_129306g0010	gene
MA_129324g0010	gene
MA_129330g0010	gene
MA_129331g0010	gene
MA_129368g0010	gene
MA_12936g0020	gene
MA_129382g0010	gene
MA_129383g0010	gene
MA_12940g0010	gene
MA_1294332g0010	gene
MA_129435g0010	gene
MA_129444g0010	gene
MA_129451g0010	gene
MA_129465g0010	gene
MA_129475g0010	gene
MA_129476g0010	gene
MA_12952g0010	gene
MA_129542g0010	gene
MA_129545g0010	gene
MA_12955g0010	gene
MA_129565g0010	gene
MA_129574g0010	gene
MA_129592g0010	gene
MA_129620g0010	gene
MA_129645g0010	gene
MA_129653g0010	gene
MA_12965g0010	gene
MA_129667g0010	gene
MA_129673g0010	gene
MA_12969g0010	gene
MA_129725g0010	gene
MA_129749g0010	gene
MA_129755g0010	gene
MA_129762g0010	gene
MA_129769g0010	gene
MA_129805g0010	gene
MA_129829g0010	gene
MA_12984g0010	gene
MA_129868g0010	gene
MA_129891g0010	gene
MA_129917g0010	gene
MA_129930g0010	gene
MA_129938g0010	gene
MA_12995g0010	gene
MA_129980g0010	gene
MA_129986g0010	gene
MA_12998g0010	gene
MA_130005g0010	gene
MA_130026g0010	gene
MA_130040g0010	gene
MA_130108g0010	gene
MA_130111g0010	gene
MA_130162g0010	gene
MA_130180g0010	gene
MA_13020g0010	gene
MA_13022g0010	gene
MA_130238g0010	gene
MA_130244g0010	gene
MA_130250g0010	gene
MA_13025g0010	gene
MA_13026g0010	gene
MA_130277g0010	gene
MA_13027g0010	gene
MA_130300g0010	gene
MA_130303g0010	gene
MA_13032g0010	gene
MA_130348g0010	gene
MA_130379g0010	gene
MA_130401g0010	gene
MA_130415g0010	gene
MA_130422g0010	gene
MA_13044g0010	gene
MA_130450g0010	gene
MA_130453g0010	gene
MA_130482g0010	gene
MA_130493g0010	gene
MA_130508g0010	gene
MA_130537g0010	gene
MA_130557g0010	gene
MA_130567g0010	gene
MA_130571g0010	gene
MA_13057g0010	gene
MA_130615g0020	gene
MA_130616g0010	gene
MA_13061g0010	gene
MA_130652g0010	gene
MA_130653g0020	gene
MA_130673g0010	gene
MA_130676g0010	gene
MA_130735g0010	gene
MA_130739g0010	gene
MA_130754g0010	gene
MA_130768g0010	gene
MA_130776g0010	gene
MA_13077g0010	gene
MA_13077g0020	gene
MA_13078g0020	gene
MA_130799g0010	gene
MA_1307g0010	gene
MA_130810g0010	gene
MA_130823g0010	gene
MA_130835g0010	gene
MA_130855g0010	gene
MA_130871g0010	gene
MA_130884g0010	gene
MA_130894g0010	gene
MA_1308g0010	gene
MA_1308g0020	gene
MA_130902g0010	gene
MA_130907g0010	gene
MA_130918g0010	gene
MA_130934g0010	gene
MA_130946g0010	gene
MA_130948g0010	gene
MA_130948g0020	gene
MA_130980g0010	gene
MA_131015g0010	gene
MA_131015g0020	gene
MA_13101g0020	gene
MA_131024g0010	gene
MA_131067g0010	gene
MA_13107g0010	gene
MA_131080g0010	gene
MA_13110g0010	gene
MA_131129g0010	gene
MA_131181g0010	gene
MA_131191g0020	gene
MA_131209g0010	gene
MA_131215g0010	gene
MA_131224g0010	gene
MA_131225g0010	gene
MA_1312360g0010	gene
MA_131256g0010	gene
MA_131290g0010	gene
MA_131302g0010	gene
MA_1313241g0010	gene
MA_131324g0010	gene
MA_131343g0010	gene
MA_131377g0010	gene
MA_13141g0010	gene
MA_131460g0010	gene
MA_131523g0020	gene
MA_13154g0010	gene
MA_13154g0020	gene
MA_131563g0020	gene
MA_131574g0010	gene
MA_131583g0010	gene
MA_131585g0010	gene
MA_131587g0010	gene
MA_131597g0010	gene
MA_1315g0010	gene
MA_1315g0020	gene
MA_131618g0010	gene
MA_131632g0010	gene
MA_131661g0010	gene
MA_13166g0010	gene
MA_131674g0010	gene
MA_13167g0010	gene
MA_13170g0010	gene
MA_131745g0010	gene
MA_13174g0010	gene
MA_131789g0010	gene
MA_13178g0010	gene
MA_131802g0020	gene
MA_131802g0030	gene
MA_131805g0010	gene
MA_131814g0010	gene
MA_131880g0010	gene
MA_131880g0020	gene
MA_131889g0010	gene
MA_131998g0010	gene
MA_131g0010	gene
MA_132005g0010	gene
MA_132021g0010	gene
MA_132031g0010	gene
MA_132034g0010	gene
MA_132099g0010	gene
MA_13210g0010	gene
MA_132127g0010	gene
MA_132163g0010	gene
MA_1321669g0010	gene
MA_13216g0010	gene
MA_13216g0020	gene
MA_13218g0010	gene
MA_132199g0010	gene
MA_132224g0010	gene
MA_132232g0010	gene
MA_132233g0010	gene
MA_132247g0010	gene
MA_132253g0010	gene
MA_132265g0020	gene
MA_132267g0010	gene
MA_132273g0020	gene
MA_132279g0010	gene
MA_132289g0010	gene
MA_132303g0010	gene
MA_132330g0010	gene
MA_132338g0010	gene
MA_132354g0010	gene
MA_13240g0010	gene
MA_13240g0020	gene
MA_132413g0010	gene
MA_132427g0010	gene
MA_1324g0010	gene
MA_13250g0010	gene
MA_132558g0010	gene
MA_132560g0010	gene
MA_13257g0010	gene
MA_132592g0010	gene
MA_132593g0020	gene
MA_132614g0010	gene
MA_132673g0020	gene
MA_132680g0010	gene
MA_132683g0010	gene
MA_132683g0020	gene
MA_132688g0020	gene
MA_132704g0010	gene
MA_13271g0010	gene
MA_132744g0010	gene
MA_132746g0010	gene
MA_13274g0010	gene
MA_1327504g0010	gene
MA_132750g0010	gene
MA_132768g0010	gene
MA_13281g0010	gene
MA_132823g0010	gene
MA_13282g0010	gene
MA_13282g0020	gene
MA_132866g0010	gene
MA_132868g0010	gene
MA_132880g0010	gene
MA_132897g0010	gene
MA_132921g0010	gene
MA_1329250g0010	gene
MA_132927g0010	gene
MA_132953g0010	gene
MA_132958g0020	gene
MA_132962g0010	gene
MA_132981g0010	gene
MA_133015g0010	gene
MA_133058g0020	gene
MA_133060g0010	gene
MA_133071g0010	gene
MA_13307g0020	gene
MA_133089g0010	gene
MA_133096g0010	gene
MA_133153g0010	gene
MA_133154g0010	gene
MA_133160g0010	gene
MA_133167g0010	gene
MA_133172g0010	gene
MA_133192g0010	gene
MA_133206g0010	gene
MA_133208g0010	gene
MA_133216g0010	gene
MA_13321g0020	gene
MA_13321g0030	gene
MA_133240g0010	gene
MA_13326g0010	gene
MA_133272g0010	gene
MA_133281g0010	gene
MA_133318g0010	gene
MA_13331g0010	gene
MA_133359g0030	gene
MA_133401g0010	gene
MA_133421g0010	gene
MA_133442g0020	gene
MA_133457g0010	gene
MA_133474g0010	gene
MA_13350g0010	gene
MA_133527g0010	gene
MA_133549g0010	gene
MA_13355g0010	gene
MA_13356g0010	gene
MA_13358g0010	gene
MA_133607g0010	gene
MA_13360g0010	gene
MA_13363g0010	gene
MA_133652g0010	gene
MA_13367g0010	gene
MA_133709g0010	gene
MA_133711g0010	gene
MA_133717g0010	gene
MA_133797g0010	gene
MA_133858g0010	gene
MA_133864g0010	gene
MA_13386g0010	gene
MA_133879g0010	gene
MA_1338865g0010	gene
MA_133888g0010	gene
MA_13389g0010	gene
MA_13389g0020	gene
MA_133919g0010	gene
MA_133920g0010	gene
MA_133930g0010	gene
MA_133946g0010	gene
MA_13396g0030	gene
MA_13397g0020	gene
MA_133989g0010	gene
MA_133g0010	gene
MA_134006g0010	gene
MA_134007g0010	gene
MA_134064g0010	gene
MA_134078g0010	gene
MA_134086g0010	gene
MA_134110g0010	gene
MA_13412g0010	gene
MA_134132g0010	gene
MA_134156g0010	gene
MA_134166g0010	gene
MA_13416g0010	gene
MA_134174g0010	gene
MA_134184g0010	gene
MA_1341909g0010	gene
MA_134242g0010	gene
MA_134288g0010	gene
MA_134292g0010	gene
MA_134293g0010	gene
MA_13436g0010	gene
MA_1344094g0010	gene
MA_13440g0010	gene
MA_134411g0010	gene
MA_134413g0010	gene
MA_134418g0010	gene
MA_134419g0010	gene
MA_134425g0010	gene
MA_134435g0010	gene
MA_13443g0010	gene
MA_134460g0010	gene
MA_134470g0010	gene
MA_134472g0010	gene
MA_134483g0010	gene
MA_134489g0010	gene
MA_134489g0020	gene
MA_134492g0010	gene
MA_134497g0010	gene
MA_13454g0010	gene
MA_134557g0010	gene
MA_134558g0010	gene
MA_134586g0010	gene
MA_134599g0010	gene
MA_13459g0020	gene
MA_134613g0010	gene
MA_134634g0010	gene
MA_134635g0010	gene
MA_134655g0010	gene
MA_134669g0010	gene
MA_134695g0010	gene
MA_134698g0010	gene
MA_134706g0010	gene
MA_13470g0010	gene
MA_134742g0010	gene
MA_134742g0020	gene
MA_134775g0010	gene
MA_134781g0010	gene
MA_134824g0010	gene
MA_134857g0010	gene
MA_134875g0010	gene
MA_134886g0010	gene
MA_13490g0020	gene
MA_134919g0010	gene
MA_134938g0010	gene
MA_134953g0010	gene
MA_134964g0010	gene
MA_13496g0020	gene
MA_135002g0010	gene
MA_135045g0010	gene
MA_1350471g0010	gene
MA_13504g0020	gene
MA_135063g0010	gene
MA_135075g0020	gene
MA_135096g0010	gene
MA_135152g0010	gene
MA_135205g0010	gene
MA_135224g0010	gene
MA_135250g0020	gene
MA_135257g0010	gene
MA_135287g0010	gene
MA_135299g0010	gene
MA_135340g0010	gene
MA_135366g0010	gene
MA_135369g0010	gene
MA_13536g0010	gene
MA_135370g0010	gene
MA_135415g0010	gene
MA_135427g0010	gene
MA_13545g0010	gene
MA_13545g0020	gene
MA_135474g0010	gene
MA_13548g0010	gene
MA_1354983g0010	gene
MA_135501g0010	gene
MA_135528g0010	gene
MA_13553g0010	gene
MA_135547g0010	gene
MA_135571g0010	gene
MA_13557g0010	gene
MA_135609g0010	gene
MA_135627g0010	gene
MA_135648g0010	gene
MA_135670g0010	gene
MA_135680g0010	gene
MA_135684g0010	gene
MA_135684g0020	gene
MA_1356g0010	gene
MA_135713g0010	gene
MA_13571g0010	gene
MA_13573g0010	gene
MA_13576g0010	gene
MA_135835g0010	gene
MA_135845g0010	gene
MA_135847g0010	gene
MA_135861g0010	gene
MA_13587g0010	gene
MA_135894g0010	gene
MA_135936g0010	gene
MA_135948g0010	gene
MA_13594g0010	gene
MA_135963g0010	gene
MA_135972g0010	gene
MA_135987g0010	gene
MA_135995g0010	gene
MA_136021g0010	gene
MA_136037g0010	gene
MA_136047g0010	gene
MA_136049g0010	gene
MA_13606g0010	gene
MA_136075g0010	gene
MA_136107g0010	gene
MA_136123g0010	gene
MA_136139g0010	gene
MA_136151g0010	gene
MA_136157g0010	gene
MA_136161g0010	gene
MA_136167g0010	gene
MA_136177g0010	gene
MA_136188g0010	gene
MA_13618g0010	gene
MA_136209g0010	gene
MA_136233g0010	gene
MA_136282g0010	gene
MA_136320g0010	gene
MA_136326g0010	gene
MA_13635g0010	gene
MA_136371g0010	gene
MA_136385g0010	gene
MA_136388g0010	gene
MA_136390g0010	gene
MA_136411g0010	gene
MA_136413g0010	gene
MA_136449g0010	gene
MA_136459g0010	gene
MA_136464g0010	gene
MA_1364759g0010	gene
MA_136489g0010	gene
MA_13648g0010	gene
MA_13648g0020	gene
MA_136490g0010	gene
MA_136493g0010	gene
MA_136494g0010	gene
MA_136497g0010	gene
MA_13649g0010	gene
MA_136507g0010	gene
MA_136551g0010	gene
MA_136565g0010	gene
MA_136569g0010	gene
MA_136601g0010	gene
MA_136668g0010	gene
MA_136671g0010	gene
MA_136681g0020	gene
MA_136684g0010	gene
MA_1366g0010	gene
MA_136705g0010	gene
MA_136742g0010	gene
MA_136748g0020	gene
MA_13676g0010	gene
MA_136804g0010	gene
MA_136805g0010	gene
MA_136863g0010	gene
MA_136865g0010	gene
MA_136880g0010	gene
MA_136883g0010	gene
MA_136885g0020	gene
MA_136916g0010	gene
MA_136929g0010	gene
MA_136934g0010	gene
MA_136946g0010	gene
MA_13694g0010	gene
MA_136975g0010	gene
MA_13697g0010	gene
MA_136989g0010	gene
MA_136990g0010	gene
MA_137025g0010	gene
MA_137050g0010	gene
MA_137088g0010	gene
MA_137111g0010	gene
MA_137116g0020	gene
MA_13714g0010	gene
MA_137154g0010	gene
MA_137163g0010	gene
MA_137163g0020	gene
MA_137172g0010	gene
MA_137185g0010	gene
MA_137202g0010	gene
MA_137206g0010	gene
MA_137265g0010	gene
MA_137299g0010	gene
MA_137309g0010	gene
MA_137318g0010	gene
MA_137323g0010	gene
MA_137324g0010	gene
MA_137330g0010	gene
MA_137340g0010	gene
MA_137345g0010	gene
MA_137351g0010	gene
MA_137370g0010	gene
MA_137387g0010	gene
MA_137389g0010	gene
MA_137393g0010	gene
MA_137400g0010	gene
MA_13740g0010	gene
MA_137415g0010	gene
MA_137427g0010	gene
MA_137441g0010	gene
MA_137442g0010	gene
MA_1374669g0010	gene
MA_137482g0010	gene
MA_13750g0010	gene
MA_137537g0010	gene
MA_137573g0010	gene
MA_137604g0010	gene
MA_137650g0010	gene
MA_137654g0010	gene
MA_137694g0010	gene
MA_137709g0010	gene
MA_137710g0010	gene
MA_137711g0010	gene
MA_137736g0010	gene
MA_137741g0010	gene
MA_137771g0010	gene
MA_137785g0010	gene
MA_137800g0010	gene
MA_137801g0010	gene
MA_137804g0010	gene
MA_137810g0010	gene
MA_137813g0010	gene
MA_137828g0010	gene
MA_137838g0010	gene
MA_137856g0010	gene
MA_137857g0010	gene
MA_13785g0010	gene
MA_137861g0010	gene
MA_137874g0010	gene
MA_137876g0010	gene
MA_137877g0010	gene
MA_13787g0010	gene
MA_137887g0010	gene
MA_137887g0020	gene
MA_137894g0010	gene
MA_13795g0010	gene
MA_13796g0010	gene
MA_137982g0010	gene
MA_137994g0010	gene
MA_13799g0010	gene
MA_13800g0010	gene
MA_13801g0010	gene
MA_138024g0010	gene
MA_138036g0010	gene
MA_138039g0010	gene
MA_138049g0010	gene
MA_138049g0020	gene
MA_138058g0010	gene
MA_13806g0010	gene
MA_138082g0010	gene
MA_138099g0010	gene
MA_138102g0010	gene
MA_138103g0010	gene
MA_138107g0010	gene
MA_138136g0010	gene
MA_138148g0010	gene
MA_138177g0010	gene
MA_138189g0010	gene
MA_138190g0010	gene
MA_138196g0010	gene
MA_138199g0010	gene
MA_1381g0010	gene
MA_138202g0010	gene
MA_138205g0010	gene
MA_138208g0010	gene
MA_138223g0010	gene
MA_138249g0010	gene
MA_138249g0020	gene
MA_138254g0010	gene
MA_138256g0010	gene
MA_13825g0010	gene
MA_138264g0010	gene
MA_138287g0010	gene
MA_138293g0010	gene
MA_138314g0010	gene
MA_138328g0010	gene
MA_13833g0010	gene
MA_138360g0010	gene
MA_138368g0010	gene
MA_138370g0010	gene
MA_138387g0010	gene
MA_138402g0020	gene
MA_13840g0010	gene
MA_138436g0010	gene
MA_138441g0010	gene
MA_13844g0010	gene
MA_138461g0010	gene
MA_13847g0010	gene
MA_13849g0010	gene
MA_138518g0020	gene
MA_138523g0010	gene
MA_138527g0010	gene
MA_13853g0020	gene
MA_138556g0010	gene
MA_138612g0010	gene
MA_138613g0010	gene
MA_138618g0010	gene
MA_138621g0010	gene
MA_138630g0010	gene
MA_138676g0010	gene
MA_138679g0010	gene
MA_138689g0010	gene
MA_13869g0010	gene
MA_13870g0010	gene
MA_138723g0010	gene
MA_138753g0010	gene
MA_138761g0010	gene
MA_138770g0010	gene
MA_138810g0010	gene
MA_138828g0010	gene
MA_138834g0010	gene
MA_138853g0010	gene
MA_138854g0010	gene
MA_138875g0030	gene
MA_138894g0010	gene
MA_138917g0010	gene
MA_138932g0010	gene
MA_138939g0010	gene
MA_138999g0010	gene
MA_13899g0010	gene
MA_13899g0020	gene
MA_1390190g0010	gene
MA_13901g0010	gene
MA_139026g0010	gene
MA_13904g0030	gene
MA_139086g0010	gene
MA_139106g0010	gene
MA_139112g0010	gene
MA_139135g0010	gene
MA_139148g0010	gene
MA_139155g0010	gene
MA_139160g0010	gene
MA_139183g0010	gene
MA_139188g0010	gene
MA_139193g0010	gene
MA_139195g0010	gene
MA_139200g0010	gene
MA_139204g0010	gene
MA_139215g0010	gene
MA_13921g0010	gene
MA_139232g0010	gene
MA_139238g0010	gene
MA_139241g0010	gene
MA_139263g0010	gene
MA_139275g0010	gene
MA_139280g0010	gene
MA_139378g0010	gene
MA_13937g0010	gene
MA_139384g0010	gene
MA_139387g0010	gene
MA_139390g0010	gene
MA_139427g0010	gene
MA_139433g0010	gene
MA_139442g0010	gene
MA_139448g0010	gene
MA_13946g0010	gene
MA_139472g0010	gene
MA_139482g0010	gene
MA_139514g0010	gene
MA_1395222g0010	gene
MA_139546g0010	gene
MA_13954g0010	gene
MA_139559g0010	gene
MA_139595g0010	gene
MA_139604g0010	gene
MA_139640g0010	gene
MA_139644g0010	gene
MA_13964g0010	gene
MA_13965g0010	gene
MA_139670g0010	gene
MA_139682g0010	gene
MA_139689g0010	gene
MA_13968g0020	gene
MA_139714g0010	gene
MA_139719g0010	gene
MA_13974g0010	gene
MA_139752g0010	gene
MA_139754g0010	gene
MA_139757g0010	gene
MA_139797g0010	gene
MA_139801g0010	gene
MA_139811g0010	gene
MA_139814g0010	gene
MA_13982g0010	gene
MA_13982g0020	gene
MA_139833g0010	gene
MA_139843g0010	gene
MA_139848g0010	gene
MA_13984g0010	gene
MA_13984g0020	gene
MA_139857g0010	gene
MA_139873g0010	gene
MA_13987g0010	gene
MA_139896g0010	gene
MA_139905g0010	gene
MA_139907g0010	gene
MA_139912g0010	gene
MA_139924g0010	gene
MA_139926g0010	gene
MA_139939g0010	gene
MA_13996g0010	gene
MA_13998g0010	gene
MA_140003g0010	gene
MA_140044g0010	gene
MA_140045g0010	gene
MA_140046g0010	gene
MA_140047g0010	gene
MA_140098g0010	gene
MA_1400g0010	gene
MA_140124g0010	gene
MA_140137g0010	gene
MA_140138g0020	gene
MA_140161g0010	gene
MA_140162g0010	gene
MA_140175g0010	gene
MA_140208g0010	gene
MA_14020g0030	gene
MA_140220g0010	gene
MA_140235g0010	gene
MA_140252g0010	gene
MA_140259g0010	gene
MA_14025g0020	gene
MA_140260g0010	gene
MA_140268g0010	gene
MA_140292g0010	gene
MA_140297g0010	gene
MA_140299g0010	gene
MA_140338g0010	gene
MA_140361g0010	gene
MA_14038g0010	gene
MA_140403g0010	gene
MA_140410g0010	gene
MA_140410g0020	gene
MA_140415g0010	gene
MA_140428g0010	gene
MA_140464g0010	gene
MA_140482g0010	gene
MA_140486g0010	gene
MA_14049g0010	gene
MA_140500g0010	gene
MA_14051g0010	gene
MA_140535g0010	gene
MA_140553g0010	gene
MA_140579g0010	gene
MA_140582g0010	gene
MA_140585g0010	gene
MA_140591g0010	gene
MA_140596g0010	gene
MA_140607g0010	gene
MA_14060g0010	gene
MA_140610g0010	gene
MA_140611g0010	gene
MA_140616g0010	gene
MA_140622g0010	gene
MA_140627g0010	gene
MA_140645g0020	gene
MA_140669g0010	gene
MA_14066g0010	gene
MA_14068g0010	gene
MA_14068g0020	gene
MA_140695g0010	gene
MA_14069g0010	gene
MA_140700g0010	gene
MA_140715g0010	gene
MA_140728g0010	gene
MA_14076g0010	gene
MA_14080g0010	gene
MA_14080g0020	gene
MA_14082g0010	gene
MA_140838g0010	gene
MA_140842g0010	gene
MA_140852g0010	gene
MA_140859g0010	gene
MA_140861g0010	gene
MA_140869g0010	gene
MA_140877g0010	gene
MA_14087g0010	gene
MA_140884g0010	gene
MA_1408g0010	gene
MA_140902g0010	gene
MA_140915g0010	gene
MA_14092g0010	gene
MA_140959g0010	gene
MA_140961g0010	gene
MA_140984g0010	gene
MA_140984g0020	gene
MA_140995g0010	gene
MA_141011g0010	gene
MA_141028g0010	gene
MA_141029g0010	gene
MA_141030g0010	gene
MA_141050g0010	gene
MA_141053g0010	gene
MA_141060g0010	gene
MA_141074g0010	gene
MA_141075g0010	gene
MA_141100g0010	gene
MA_141102g0010	gene
MA_141118g0010	gene
MA_141135g0010	gene
MA_141147g0010	gene
MA_14118g0010	gene
MA_141192g0010	gene
MA_141232g0010	gene
MA_14124g0010	gene
MA_14127g0010	gene
MA_141281g0010	gene
MA_141286g0010	gene
MA_141303g0010	gene
MA_141303g0020	gene
MA_141320g0010	gene
MA_141331g0010	gene
MA_14133g0010	gene
MA_14136g0010	gene
MA_14136g0020	gene
MA_14140g0010	gene
MA_141445g0010	gene
MA_141447g0010	gene
MA_141465g0010	gene
MA_141465g0020	gene
MA_141466g0010	gene
MA_141469g0010	gene
MA_141486g0010	gene
MA_14148g0010	gene
MA_141511g0010	gene
MA_1415759g0010	gene
MA_141584g0010	gene
MA_141619g0020	gene
MA_141641g0010	gene
MA_141642g0010	gene
MA_141663g0010	gene
MA_141665g0010	gene
MA_141666g0010	gene
MA_141669g0010	gene
MA_14170g0010	gene
MA_141718g0010	gene
MA_141731g0010	gene
MA_141733g0010	gene
MA_14174g0010	gene
MA_1417572g0010	gene
MA_141758g0010	gene
MA_141759g0010	gene
MA_141785g0010	gene
MA_141800g0010	gene
MA_141826g0010	gene
MA_141850g0010	gene
MA_141852g0010	gene
MA_141860g0010	gene
MA_141866g0010	gene
MA_141875g0010	gene
MA_141877g0030	gene
MA_141902g0010	gene
MA_141906g0010	gene
MA_141920g0010	gene
MA_141946g0010	gene
MA_141991g0010	gene
MA_141996g0010	gene
MA_141g0010	gene
MA_142007g0010	gene
MA_142012g0010	gene
MA_142023g0010	gene
MA_1420253g0010	gene
MA_142027g0010	gene
MA_142030g0010	gene
MA_142117g0010	gene
MA_142134g0010	gene
MA_14214g0010	gene
MA_14217g0010	gene
MA_14222g0010	gene
MA_14229g0020	gene
MA_14241g0020	gene
MA_142431g0010	gene
MA_142540g0010	gene
MA_142558g0010	gene
MA_14261g0010	gene
MA_142644g0010	gene
MA_14268g0010	gene
MA_142711g0010	gene
MA_14272g0010	gene
MA_14277g0010	gene
MA_14281g0010	gene
MA_1428g0010	gene
MA_14292g0010	gene
MA_14296g0010	gene
MA_14300g0010	gene
MA_14308g0010	gene
MA_14309g0010	gene
MA_143140g0010	gene
MA_14317g0010	gene
MA_14318g0010	gene
MA_1431939g0010	gene
MA_14319g0010	gene
MA_14319g0030	gene
MA_143248g0010	gene
MA_1432g0010	gene
MA_143311g0010	gene
MA_14333g0010	gene
MA_14333g0020	gene
MA_14352g0010	gene
MA_14356g0010	gene
MA_143795g0010	gene
MA_143795g0020	gene
MA_14383g0010	gene
MA_14388g0010	gene
MA_14389g0010	gene
MA_14389g0020	gene
MA_14404g0010	gene
MA_14417g0010	gene
MA_14417g0020	gene
MA_1441g0010	gene
MA_14420g0010	gene
MA_14427g0010	gene
MA_14431g0010	gene
MA_144377g0010	gene
MA_14437g0020	gene
MA_14445g0010	gene
MA_14448g0010	gene
MA_14449g0010	gene
MA_14452g0010	gene
MA_14457g0010	gene
MA_14457g0020	gene
MA_14460g0010	gene
MA_14461g0010	gene
MA_144634g0010	gene
MA_144662g0010	gene
MA_14467g0010	gene
MA_1447385g0010	gene
MA_14475g0010	gene
MA_144872g0040	gene
MA_144878g0010	gene
MA_14490g0010	gene
MA_14497g0010	gene
MA_14500g0010	gene
MA_145059g0010	gene
MA_145121g0010	gene
MA_14521g0010	gene
MA_14521g0020	gene
MA_14524g0010	gene
MA_14527g0010	gene
MA_14531g0010	gene
MA_14534g0010	gene
MA_145377g0020	gene
MA_145425g0010	gene
MA_14543g0010	gene
MA_14544g0010	gene
MA_1454596g0010	gene
MA_14546g0010	gene
MA_14556g0010	gene
MA_145592g0010	gene
MA_1456119g0010	gene
MA_145665g0010	gene
MA_14566g0010	gene
MA_14570g0020	gene
MA_14571g0010	gene
MA_1457g0010	gene
MA_14581g0010	gene
MA_145918g0010	gene
MA_145920g0010	gene
MA_14593g0010	gene
MA_14604g0010	gene
MA_14607g0010	gene
MA_146085g0010	gene
MA_146094g0010	gene
MA_1460g0010	gene
MA_1461g0010	gene
MA_1461g0020	gene
MA_146239g0010	gene
MA_146293g0010	gene
MA_14639g0010	gene
MA_1464g0010	gene
MA_14653g0010	gene
MA_14659g0010	gene
MA_14662g0010	gene
MA_14663g0020	gene
MA_14667g0010	gene
MA_14668g0020	gene
MA_14692g0010	gene
MA_14697g0010	gene
MA_147026g0020	gene
MA_14707g0010	gene
MA_14711g0010	gene
MA_14711g0020	gene
MA_14714g0010	gene
MA_147187g0010	gene
MA_147273g0010	gene
MA_1472g0020	gene
MA_14736g0010	gene
MA_14736g0040	gene
MA_14736g0050	gene
MA_14737g0010	gene
MA_147427g0010	gene
MA_14743g0010	gene
MA_14744g0010	gene
MA_147596g0010	gene
MA_147692g0010	gene
MA_147706g0010	gene
MA_14774g0010	gene
MA_1477g0010	gene
MA_14786g0010	gene
MA_1478g0030	gene
MA_14798g0010	gene
MA_147991g0010	gene
MA_14808g0010	gene
MA_14810g0010	gene
MA_14819g0010	gene
MA_1481g0010	gene
MA_1482g0010	gene
MA_14830g0010	gene
MA_148318g0010	gene
MA_148363g0010	gene
MA_14836g0010	gene
MA_148408g0010	gene
MA_14844g0010	gene
MA_1484618g0010	gene
MA_14851g0010	gene
MA_14860g0020	gene
MA_148702g0010	gene
MA_14874g0010	gene
MA_14876g0010	gene
MA_148921g0010	gene
MA_14897g0020	gene
MA_14898g0010	gene
MA_1489g0010	gene
MA_148g0020	gene
MA_14901g0010	gene
MA_14906g0010	gene
MA_14910g0010	gene
MA_149151g0010	gene
MA_149229g0010	gene
MA_149233g0010	gene
MA_14925g0010	gene
MA_149309g0010	gene
MA_149311g0010	gene
MA_14934g0010	gene
MA_14935g0010	gene
MA_14935g0020	gene
MA_14938g0020	gene
MA_14940g0020	gene
MA_14942g0010	gene
MA_14949g0010	gene
MA_14956g0010	gene
MA_14956g0020	gene
MA_14958g0010	gene
MA_14965g0020	gene
MA_14971g0010	gene
MA_14977g0010	gene
MA_149808g0010	gene
MA_14986g0010	gene
MA_149871g0010	gene
MA_14987g0010	gene
MA_1498g0010	gene
MA_149959g0010	gene
MA_149996g0010	gene
MA_14999g0010	gene
MA_15005g0010	gene
MA_15007g0010	gene
MA_15009g0010	gene
MA_15024g0020	gene
MA_15029g0010	gene
MA_15033g0010	gene
MA_15038g0010	gene
MA_15045g0010	gene
MA_15046g0010	gene
MA_15053g0010	gene
MA_15064g0010	gene
MA_15067g0020	gene
MA_1506963g0010	gene
MA_150733g0010	gene
MA_150838g0010	gene
MA_15083g0010	gene
MA_150g0010	gene
MA_15104g0010	gene
MA_151073g0010	gene
MA_151075g0010	gene
MA_15112g0010	gene
MA_151196g0020	gene
MA_15119g0010	gene
MA_151250g0010	gene
MA_151324g0010	gene
MA_15132g0010	gene
MA_15142g0010	gene
MA_15149g0010	gene
MA_151527g0010	gene
MA_151623g0020	gene
MA_15175g0010	gene
MA_151992g0010	gene
MA_15203g0010	gene
MA_15205g0010	gene
MA_15211g0010	gene
MA_15215g0010	gene
MA_1521g0010	gene
MA_15224g0010	gene
MA_152275g0010	gene
MA_15229g0010	gene
MA_152323g0010	gene
