ID	type
MA_10436042g0030	gene
MA_10436044g0020	gene
MA_10436045g0010	gene
MA_10436045g0020	gene
MA_10436046g0010	gene
MA_10436047g0010	gene
MA_10436049g0020	gene
MA_10436050g0010	gene
MA_10436051g0010	gene
MA_10436055g0020	gene
MA_10436056g0010	gene
MA_10436059g0010	gene
MA_10436061g0010	gene
MA_10436063g0010	gene
MA_10436066g0020	gene
MA_10436068g0010	gene
MA_10436070g0010	gene
MA_10436070g0020	gene
MA_10436070g0040	gene
MA_10436071g0020	gene
MA_10436072g0030	gene
MA_10436073g0010	gene
MA_10436074g0010	gene
MA_10436075g0010	gene
MA_10436077g0010	gene
MA_10436078g0010	gene
MA_10436080g0010	gene
MA_10436081g0010	gene
MA_10436082g0010	gene
MA_10436083g0020	gene
MA_10436083g0050	gene
MA_10436084g0010	gene
MA_10436085g0010	gene
MA_10436087g0020	gene
MA_10436088g0010	gene
MA_10436090g0010	gene
MA_10436091g0010	gene
MA_10436094g0010	gene
MA_10436095g0010	gene
MA_10436096g0010	gene
MA_10436098g0020	gene
MA_10436098g0040	gene
MA_10436099g0010	gene
MA_10436100g0010	gene
MA_10436100g0020	gene
MA_10436101g0010	gene
MA_10436101g0020	gene
MA_10436102g0010	gene
MA_10436103g0010	gene
MA_10436104g0010	gene
MA_10436106g0010	gene
MA_10436107g0010	gene
MA_10436108g0010	gene
MA_10436109g0010	gene
MA_10436110g0020	gene
MA_10436111g0010	gene
MA_10436112g0020	gene
MA_10436113g0010	gene
MA_10436114g0010	gene
MA_10436115g0010	gene
MA_10436117g0010	gene
MA_10436117g0020	gene
MA_10436119g0010	gene
MA_10436121g0010	gene
MA_10436123g0010	gene
MA_10436123g0020	gene
MA_10436124g0010	gene
MA_10436124g0020	gene
MA_10436125g0020	gene
MA_10436126g0010	gene
MA_10436127g0010	gene
MA_10436130g0020	gene
MA_10436131g0010	gene
MA_10436132g0010	gene
MA_10436132g0030	gene
MA_10436133g0010	gene
MA_10436134g0010	gene
MA_10436135g0010	gene
MA_10436136g0010	gene
MA_10436138g0010	gene
MA_10436139g0010	gene
MA_10436140g0010	gene
MA_10436141g0010	gene
MA_10436142g0010	gene
MA_10436143g0010	gene
MA_10436145g0010	gene
MA_10436146g0010	gene
MA_10436147g0010	gene
MA_10436148g0010	gene
MA_10436149g0010	gene
MA_10436150g0010	gene
MA_10436151g0010	gene
MA_10436152g0020	gene
MA_10436153g0010	gene
MA_10436154g0020	gene
MA_10436155g0020	gene
MA_10436156g0010	gene
MA_10436158g0010	gene
MA_10436159g0020	gene
MA_10436160g0010	gene
MA_10436160g0020	gene
MA_10436161g0010	gene
MA_10436162g0020	gene
MA_10436163g0010	gene
MA_10436164g0010	gene
MA_10436165g0010	gene
MA_10436166g0010	gene
MA_10436167g0010	gene
MA_10436170g0010	gene
MA_10436171g0010	gene
MA_10436172g0010	gene
MA_10436174g0010	gene
MA_10436174g0020	gene
MA_10436174g0030	gene
MA_10436175g0010	gene
MA_10436175g0020	gene
MA_10436176g0010	gene
MA_10436179g0010	gene
MA_10436180g0010	gene
MA_10436182g0010	gene
MA_10436182g0020	gene
MA_10436183g0010	gene
MA_10436185g0010	gene
MA_10436186g0010	gene
MA_10436187g0010	gene
MA_10436188g0010	gene
MA_10436189g0010	gene
MA_10436190g0010	gene
MA_10436190g0020	gene
MA_10436190g0030	gene
MA_10436190g0040	gene
MA_10436191g0010	gene
MA_10436191g0020	gene
MA_10436192g0010	gene
MA_10436193g0010	gene
MA_10436194g0030	gene
MA_10436194g0040	gene
MA_10436196g0010	gene
MA_10436199g0010	gene
MA_10436203g0010	gene
MA_10436203g0020	gene
MA_10436204g0020	gene
MA_10436204g0030	gene
MA_10436205g0010	gene
MA_10436205g0020	gene
MA_10436206g0020	gene
MA_10436207g0010	gene
MA_10436208g0010	gene
MA_10436210g0020	gene
MA_10436211g0010	gene
MA_10436212g0010	gene
MA_10436213g0020	gene
MA_10436216g0010	gene
MA_10436217g0010	gene
MA_10436218g0010	gene
MA_10436219g0010	gene
MA_10436219g0020	gene
MA_10436220g0010	gene
MA_10436223g0010	gene
MA_10436224g0010	gene
MA_10436225g0020	gene
MA_10436227g0010	gene
MA_10436228g0010	gene
MA_10436229g0010	gene
MA_10436230g0010	gene
MA_10436231g0010	gene
MA_10436231g0020	gene
MA_10436232g0010	gene
MA_10436234g0010	gene
MA_10436236g0010	gene
MA_10436236g0020	gene
MA_10436237g0010	gene
MA_10436238g0010	gene
MA_10436238g0020	gene
MA_10436239g0010	gene
MA_10436239g0020	gene
MA_10436240g0010	gene
MA_10436241g0010	gene
MA_10436242g0020	gene
MA_10436243g0010	gene
MA_10436245g0010	gene
MA_10436246g0010	gene
MA_10436247g0020	gene
MA_10436248g0010	gene
MA_10436248g0020	gene
MA_10436249g0010	gene
MA_10436250g0010	gene
MA_10436250g0020	gene
MA_10436251g0010	gene
MA_10436253g0010	gene
MA_10436254g0020	gene
MA_10436255g0010	gene
MA_10436255g0020	gene
MA_10436257g0010	gene
MA_10436258g0010	gene
MA_10436259g0010	gene
MA_10436259g0020	gene
MA_10436260g0010	gene
MA_10436261g0010	gene
MA_10436262g0010	gene
MA_10436263g0010	gene
MA_10436264g0010	gene
MA_10436265g0010	gene
MA_10436266g0010	gene
MA_10436267g0010	gene
MA_10436268g0010	gene
MA_10436269g0010	gene
MA_10436269g0020	gene
MA_10436271g0010	gene
MA_10436272g0010	gene
MA_10436273g0010	gene
MA_10436275g0010	gene
MA_10436276g0010	gene
MA_10436276g0020	gene
MA_10436277g0010	gene
MA_10436278g0010	gene
MA_10436279g0020	gene
MA_10436280g0010	gene
MA_10436281g0010	gene
MA_10436282g0010	gene
MA_10436283g0010	gene
MA_10436284g0010	gene
MA_10436285g0010	gene
MA_10436286g0010	gene
MA_10436287g0020	gene
MA_10436288g0010	gene
MA_10436289g0010	gene
MA_10436290g0010	gene
MA_10436291g0010	gene
MA_10436292g0010	gene
MA_10436294g0010	gene
MA_10436296g0020	gene
MA_10436298g0010	gene
MA_10436299g0010	gene
MA_10436302g0010	gene
MA_10436304g0020	gene
MA_10436305g0010	gene
MA_10436308g0010	gene
MA_10436309g0010	gene
MA_10436311g0010	gene
MA_10436312g0010	gene
MA_10436313g0010	gene
MA_10436314g0010	gene
MA_10436315g0010	gene
MA_10436315g0020	gene
MA_10436316g0010	gene
MA_10436317g0010	gene
MA_10436317g0020	gene
MA_10436318g0010	gene
MA_10436320g0010	gene
MA_10436321g0010	gene
MA_10436322g0010	gene
MA_10436324g0010	gene
MA_10436325g0010	gene
MA_10436328g0010	gene
MA_10436330g0010	gene
MA_10436331g0010	gene
MA_10436331g0040	gene
MA_10436332g0010	gene
MA_10436333g0010	gene
MA_10436334g0020	gene
MA_10436335g0010	gene
MA_10436337g0010	gene
MA_10436338g0010	gene
MA_10436339g0010	gene
MA_10436340g0010	gene
MA_10436342g0010	gene
MA_10436343g0010	gene
MA_10436346g0010	gene
MA_10436347g0010	gene
MA_10436348g0010	gene
MA_10436349g0010	gene
MA_10436350g0010	gene
MA_10436352g0010	gene
MA_10436353g0010	gene
MA_10436355g0010	gene
MA_10436355g0020	gene
MA_10436356g0010	gene
MA_10436358g0010	gene
MA_10436359g0010	gene
MA_10436360g0010	gene
MA_10436361g0010	gene
MA_10436362g0020	gene
MA_10436362g0030	gene
MA_10436365g0010	gene
MA_10436366g0010	gene
MA_10436367g0010	gene
MA_10436368g0010	gene
MA_10436369g0010	gene
MA_10436370g0010	gene
MA_10436372g0010	gene
MA_10436374g0010	gene
MA_10436375g0010	gene
MA_10436376g0010	gene
MA_10436378g0010	gene
MA_10436379g0010	gene
MA_10436380g0010	gene
MA_10436380g0020	gene
MA_10436382g0010	gene
MA_10436383g0010	gene
MA_10436384g0010	gene
MA_10436385g0010	gene
MA_10436386g0010	gene
MA_10436387g0010	gene
MA_10436388g0010	gene
MA_10436389g0010	gene
MA_10436390g0010	gene
MA_10436391g0010	gene
MA_10436395g0010	gene
MA_10436396g0010	gene
MA_10436396g0020	gene
MA_10436396g0030	gene
MA_10436397g0010	gene
MA_10436398g0010	gene
MA_10436399g0010	gene
MA_10436401g0010	gene
MA_10436401g0020	gene
MA_10436402g0010	gene
MA_10436402g0020	gene
MA_10436403g0020	gene
MA_10436404g0010	gene
MA_10436405g0010	gene
MA_10436406g0010	gene
MA_10436406g0020	gene
MA_10436407g0010	gene
MA_10436408g0010	gene
MA_10436410g0010	gene
MA_10436411g0010	gene
MA_10436412g0010	gene
MA_10436413g0010	gene
MA_10436413g0020	gene
MA_10436414g0020	gene
MA_10436415g0010	gene
MA_10436416g0010	gene
MA_10436417g0010	gene
MA_10436418g0010	gene
MA_10436419g0010	gene
MA_10436421g0010	gene
MA_10436423g0010	gene
MA_10436423g0030	gene
MA_10436424g0010	gene
MA_10436425g0010	gene
MA_10436425g0020	gene
MA_10436425g0030	gene
MA_10436426g0010	gene
MA_10436427g0010	gene
MA_10436428g0010	gene
MA_10436428g0020	gene
MA_10436432g0020	gene
MA_10436434g0010	gene
MA_10436435g0010	gene
MA_10436437g0010	gene
MA_10436437g0020	gene
MA_10436438g0010	gene
MA_10436439g0010	gene
MA_10436440g0010	gene
MA_10436440g0020	gene
MA_10436440g0030	gene
MA_10436441g0010	gene
MA_10436442g0010	gene
MA_10436444g0010	gene
MA_10436445g0020	gene
MA_10436446g0010	gene
MA_10436447g0010	gene
MA_10436451g0020	gene
MA_10436453g0010	gene
MA_10436454g0010	gene
MA_10436455g0010	gene
MA_10436456g0010	gene
MA_10436457g0010	gene
MA_10436458g0010	gene
MA_10436459g0010	gene
MA_10436461g0010	gene
MA_10436463g0010	gene
MA_10436464g0010	gene
MA_10436467g0010	gene
MA_10436469g0010	gene
MA_10436470g0020	gene
MA_10436472g0010	gene
MA_10436472g0020	gene
MA_10436473g0010	gene
MA_10436474g0010	gene
MA_10436475g0010	gene
MA_10436476g0010	gene
MA_10436477g0010	gene
MA_10436477g0020	gene
MA_10436477g0030	gene
MA_10436478g0010	gene
MA_10436478g0020	gene
MA_10436479g0010	gene
MA_10436479g0020	gene
MA_10436480g0020	gene
MA_10436481g0010	gene
MA_10436482g0010	gene
MA_10436483g0010	gene
MA_10436486g0010	gene
MA_10436487g0010	gene
MA_10436489g0010	gene
MA_10436490g0010	gene
MA_10436491g0010	gene
MA_10436492g0010	gene
MA_10436493g0010	gene
MA_10436493g0020	gene
MA_10436494g0010	gene
MA_10436495g0010	gene
MA_10436496g0010	gene
MA_10436497g0010	gene
MA_10436500g0010	gene
MA_10436500g0020	gene
MA_10436501g0010	gene
MA_10436502g0010	gene
MA_10436504g0010	gene
MA_10436505g0010	gene
MA_10436505g0020	gene
MA_10436506g0010	gene
MA_10436506g0020	gene
MA_10436507g0010	gene
MA_10436508g0010	gene
MA_10436509g0010	gene
MA_10436510g0010	gene
MA_10436511g0010	gene
MA_10436515g0020	gene
MA_10436515g0030	gene
MA_10436516g0010	gene
MA_10436516g0020	gene
MA_10436516g0030	gene
MA_10436520g0010	gene
MA_10436520g0020	gene
MA_10436521g0010	gene
MA_10436522g0010	gene
MA_10436523g0010	gene
MA_10436523g0020	gene
MA_10436524g0010	gene
MA_10436525g0020	gene
MA_10436526g0010	gene
MA_10436527g0010	gene
MA_10436528g0010	gene
MA_10436529g0010	gene
MA_10436531g0010	gene
MA_10436532g0010	gene
MA_10436532g0030	gene
MA_10436534g0010	gene
MA_10436536g0010	gene
MA_10436537g0010	gene
MA_10436538g0010	gene
MA_10436539g0010	gene
MA_10436542g0010	gene
MA_10436543g0020	gene
MA_10436545g0010	gene
MA_10436546g0010	gene
MA_10436547g0020	gene
MA_10436549g0010	gene
MA_10436550g0010	gene
MA_10436551g0010	gene
MA_10436552g0010	gene
MA_10436553g0010	gene
MA_10436554g0010	gene
MA_10436555g0010	gene
MA_10436555g0030	gene
MA_10436556g0010	gene
MA_10436557g0010	gene
MA_10436559g0010	gene
MA_10436560g0010	gene
MA_10436561g0010	gene
MA_10436562g0010	gene
MA_10436565g0010	gene
MA_10436566g0010	gene
MA_10436568g0020	gene
MA_10436569g0010	gene
MA_10436571g0010	gene
MA_10436572g0010	gene
MA_10436573g0010	gene
MA_10436574g0010	gene
MA_10436574g0020	gene
MA_10436575g0010	gene
MA_10436576g0010	gene
MA_10436578g0010	gene
MA_10436579g0010	gene
MA_10436580g0010	gene
MA_10436580g0020	gene
MA_10436581g0010	gene
MA_10436582g0010	gene
MA_10436582g0020	gene
MA_10436583g0010	gene
MA_10436583g0020	gene
MA_10436584g0020	gene
MA_10436585g0010	gene
MA_10436586g0010	gene
MA_10436586g0020	gene
MA_10436586g0030	gene
MA_10436586g0040	gene
MA_10436589g0010	gene
MA_10436590g0020	gene
MA_10436590g0030	gene
MA_10436592g0020	gene
MA_10436593g0010	gene
MA_10436594g0010	gene
MA_10436596g0010	gene
MA_10436597g0010	gene
MA_10436598g0010	gene
MA_10436599g0010	gene
MA_10436600g0010	gene
MA_10436601g0010	gene
MA_10436602g0020	gene
MA_10436603g0020	gene
MA_10436604g0010	gene
MA_10436605g0010	gene
MA_10436606g0010	gene
MA_10436607g0010	gene
MA_10436610g0010	gene
MA_10436612g0010	gene
MA_10436613g0010	gene
MA_10436614g0010	gene
MA_10436615g0010	gene
MA_10436615g0020	gene
MA_10436616g0010	gene
MA_10436617g0020	gene
MA_10436618g0010	gene
MA_10436619g0010	gene
MA_10436620g0010	gene
MA_10436621g0010	gene
MA_10436622g0010	gene
MA_10436623g0010	gene
MA_10436625g0010	gene
MA_10436626g0010	gene
MA_10436626g0020	gene
MA_10436626g0030	gene
MA_10436627g0010	gene
MA_10436629g0010	gene
MA_10436630g0010	gene
MA_10436631g0010	gene
MA_10436632g0010	gene
MA_10436633g0010	gene
MA_10436633g0020	gene
MA_10436635g0020	gene
MA_10436637g0010	gene
MA_10436637g0030	gene
MA_10436638g0020	gene
MA_10436639g0010	gene
MA_10436642g0010	gene
MA_10436643g0010	gene
MA_10436643g0020	gene
MA_10436646g0010	gene
MA_10436648g0010	gene
MA_10436649g0010	gene
MA_10436650g0010	gene
MA_10436651g0010	gene
MA_10436651g0020	gene
MA_10436652g0010	gene
MA_10436652g0020	gene
MA_10436655g0010	gene
MA_10436657g0010	gene
MA_10436658g0010	gene
MA_10436659g0010	gene
MA_10436661g0010	gene
MA_10436661g0020	gene
MA_10436662g0010	gene
MA_10436663g0010	gene
MA_10436664g0010	gene
MA_10436666g0010	gene
MA_10436667g0010	gene
MA_10436669g0010	gene
MA_10436671g0010	gene
MA_10436672g0010	gene
MA_10436673g0010	gene
MA_10436674g0010	gene
MA_10436676g0010	gene
MA_10436677g0010	gene
MA_10436679g0010	gene
MA_10436680g0010	gene
MA_10436683g0010	gene
MA_10436684g0010	gene
MA_10436684g0020	gene
MA_10436685g0010	gene
MA_10436685g0020	gene
MA_10436686g0010	gene
MA_10436687g0010	gene
MA_10436688g0010	gene
MA_10436689g0010	gene
MA_10436690g0010	gene
MA_10436692g0010	gene
MA_10436693g0020	gene
MA_10436694g0010	gene
MA_10436695g0010	gene
MA_10436696g0010	gene
MA_10436697g0010	gene
MA_10436698g0010	gene
MA_10436698g0020	gene
MA_10436701g0010	gene
MA_10436701g0020	gene
MA_10436702g0010	gene
MA_10436703g0010	gene
MA_10436704g0010	gene
MA_10436705g0010	gene
MA_10436706g0010	gene
MA_10436707g0010	gene
MA_10436708g0010	gene
MA_10436709g0010	gene
MA_10436710g0010	gene
MA_10436711g0010	gene
MA_10436712g0010	gene
MA_10436713g0030	gene
MA_10436714g0010	gene
MA_10436715g0010	gene
MA_10436716g0010	gene
MA_10436716g0020	gene
MA_10436718g0010	gene
MA_10436721g0010	gene
MA_10436724g0010	gene
MA_10436725g0010	gene
MA_10436726g0010	gene
MA_10436729g0020	gene
MA_10436729g0030	gene
MA_10436730g0020	gene
MA_10436731g0010	gene
MA_10436731g0020	gene
MA_10436733g0010	gene
MA_10436734g0010	gene
MA_10436735g0010	gene
MA_10436736g0010	gene
MA_10436737g0010	gene
MA_10436738g0020	gene
MA_10436739g0010	gene
MA_10436740g0010	gene
MA_10436741g0010	gene
MA_10436742g0010	gene
MA_10436743g0010	gene
MA_10436744g0010	gene
MA_10436746g0010	gene
MA_10436749g0010	gene
MA_10436750g0010	gene
MA_10436751g0010	gene
MA_10436752g0010	gene
MA_10436753g0030	gene
MA_10436754g0010	gene
MA_10436755g0010	gene
MA_10436757g0010	gene
MA_10436758g0010	gene
MA_10436759g0010	gene
MA_10436760g0010	gene
MA_10436762g0010	gene
MA_10436764g0010	gene
MA_10436765g0010	gene
MA_10436766g0010	gene
MA_10436767g0010	gene
MA_10436768g0010	gene
MA_10436769g0010	gene
MA_10436770g0010	gene
MA_10436771g0010	gene
MA_10436772g0010	gene
MA_10436774g0010	gene
MA_10436774g0020	gene
MA_10436776g0010	gene
MA_10436776g0020	gene
MA_10436776g0030	gene
MA_10436776g0040	gene
MA_10436778g0010	gene
MA_10436779g0010	gene
MA_10436781g0010	gene
MA_10436782g0010	gene
MA_10436783g0010	gene
MA_10436783g0020	gene
MA_10436784g0010	gene
MA_10436785g0010	gene
MA_10436787g0010	gene
MA_10436788g0010	gene
MA_10436789g0010	gene
MA_10436791g0010	gene
MA_10436792g0010	gene
MA_10436793g0010	gene
MA_10436794g0010	gene
MA_10436795g0010	gene
MA_10436796g0010	gene
MA_10436797g0010	gene
MA_10436798g0010	gene
MA_10436799g0010	gene
MA_10436799g0020	gene
MA_10436799g0030	gene
MA_10436800g0010	gene
MA_10436803g0010	gene
MA_10436804g0010	gene
MA_10436805g0010	gene
MA_10436808g0010	gene
MA_10436809g0010	gene
MA_10436810g0010	gene
MA_10436810g0020	gene
MA_10436811g0010	gene
MA_10436812g0010	gene
MA_10436812g0020	gene
MA_10436813g0010	gene
MA_10436814g0010	gene
MA_10436816g0010	gene
MA_10436818g0020	gene
MA_10436819g0010	gene
MA_10436819g0020	gene
MA_10436820g0010	gene
MA_10436820g0020	gene
MA_10436820g0030	gene
MA_10436821g0010	gene
MA_10436822g0010	gene
MA_10436823g0010	gene
MA_10436824g0010	gene
MA_10436826g0010	gene
MA_10436826g0020	gene
MA_10436827g0010	gene
MA_10436828g0010	gene
MA_10436829g0010	gene
MA_10436829g0020	gene
MA_10436831g0010	gene
MA_10436832g0010	gene
MA_10436834g0010	gene
MA_10436835g0010	gene
MA_10436836g0020	gene
MA_10436836g0030	gene
MA_10436837g0010	gene
MA_10436838g0010	gene
MA_10436839g0010	gene
MA_10436841g0010	gene
MA_10436842g0010	gene
MA_10436842g0020	gene
MA_10436843g0020	gene
MA_10436843g0030	gene
MA_10436845g0010	gene
MA_10436846g0010	gene
MA_10436846g0020	gene
MA_10436847g0010	gene
MA_10436848g0010	gene
MA_10436849g0010	gene
MA_10436851g0010	gene
MA_10436852g0010	gene
MA_10436853g0010	gene
MA_10436854g0010	gene
MA_10436855g0020	gene
MA_10436856g0010	gene
MA_10436857g0010	gene
MA_10436858g0010	gene
MA_10436861g0010	gene
MA_10436862g0010	gene
MA_10436863g0010	gene
MA_10436864g0010	gene
MA_10436866g0010	gene
MA_10436867g0010	gene
MA_10436867g0020	gene
MA_10436867g0030	gene
MA_10436868g0010	gene
MA_10436869g0020	gene
MA_10436871g0020	gene
MA_10436871g0030	gene
MA_10436873g0010	gene
MA_10436874g0010	gene
MA_10436875g0010	gene
MA_10436875g0020	gene
MA_10436876g0010	gene
MA_10436877g0010	gene
MA_10436879g0010	gene
MA_10436881g0010	gene
MA_10436882g0010	gene
MA_10436882g0030	gene
MA_10436883g0010	gene
MA_10436886g0010	gene
MA_10436888g0010	gene
MA_10436888g0020	gene
MA_10436889g0010	gene
MA_10436890g0010	gene
MA_10436892g0010	gene
MA_10436893g0010	gene
MA_10436895g0010	gene
MA_10436897g0010	gene
MA_10436898g0010	gene
MA_10436899g0020	gene
MA_10436899g0030	gene
MA_10436900g0020	gene
MA_10436902g0010	gene
MA_10436903g0010	gene
MA_10436904g0010	gene
MA_10436904g0020	gene
MA_10436905g0010	gene
MA_10436906g0010	gene
MA_10436907g0010	gene
MA_10436909g0010	gene
MA_10436910g0010	gene
MA_10436911g0010	gene
MA_10436912g0010	gene
MA_10436913g0010	gene
MA_10436915g0010	gene
MA_10436916g0020	gene
MA_10436917g0020	gene
MA_10436919g0010	gene
MA_10436921g0010	gene
MA_10436923g0010	gene
MA_10436924g0010	gene
MA_10436925g0010	gene
MA_10436926g0010	gene
MA_10436927g0010	gene
MA_10436930g0020	gene
MA_10436931g0010	gene
MA_10436931g0040	gene
MA_10436931g0050	gene
MA_10436932g0010	gene
MA_10436933g0020	gene
MA_10436933g0030	gene
MA_10436933g0040	gene
MA_10436936g0010	gene
MA_10436938g0010	gene
MA_10436939g0010	gene
MA_10436939g0030	gene
MA_10436940g0010	gene
MA_10436942g0010	gene
MA_10436942g0020	gene
MA_10436943g0010	gene
MA_10436944g0010	gene
MA_10436944g0020	gene
MA_10436945g0010	gene
MA_10436946g0010	gene
MA_10436946g0030	gene
MA_10436947g0010	gene
MA_10436948g0010	gene
MA_10436948g0020	gene
MA_10436950g0010	gene
MA_10436952g0010	gene
MA_10436953g0010	gene
MA_10436954g0010	gene
MA_10436955g0010	gene
MA_10436957g0010	gene
MA_10436958g0010	gene
MA_10436959g0010	gene
MA_10436961g0010	gene
MA_10436962g0010	gene
MA_10436962g0020	gene
MA_10436963g0010	gene
MA_10436964g0010	gene
MA_10436965g0010	gene
MA_10436966g0010	gene
MA_10436968g0010	gene
MA_10436969g0010	gene
MA_10436970g0010	gene
MA_10436971g0010	gene
MA_10436972g0010	gene
MA_10436973g0010	gene
MA_10436974g0010	gene
MA_10436974g0020	gene
MA_10436975g0010	gene
MA_10436975g0020	gene
MA_10436976g0010	gene
MA_10436977g0010	gene
MA_10436977g0020	gene
MA_10436977g0030	gene
MA_10436977g0040	gene
MA_10436978g0010	gene
MA_10436979g0010	gene
MA_10436980g0010	gene
MA_10436981g0010	gene
MA_10436982g0010	gene
MA_10436983g0010	gene
MA_10436983g0020	gene
MA_10436984g0020	gene
MA_10436984g0050	gene
MA_10436984g0060	gene
MA_10436985g0010	gene
MA_10436986g0010	gene
MA_10436986g0020	gene
MA_10436987g0010	gene
MA_10436988g0010	gene
MA_10436989g0010	gene
MA_10436990g0010	gene
MA_10436991g0010	gene
MA_10436992g0010	gene
MA_10436993g0010	gene
MA_10436994g0010	gene
MA_10436994g0020	gene
MA_10436994g0030	gene
MA_10436994g0040	gene
MA_10436996g0010	gene
MA_10436997g0010	gene
MA_10436998g0010	gene
MA_10436998g0020	gene
MA_10436999g0010	gene
MA_10437000g0020	gene
MA_10437001g0040	gene
MA_10437002g0020	gene
MA_10437003g0010	gene
MA_10437004g0010	gene
MA_10437005g0010	gene
MA_10437006g0010	gene
MA_10437007g0020	gene
MA_10437008g0010	gene
MA_10437009g0010	gene
MA_10437010g0010	gene
MA_10437010g0020	gene
MA_10437010g0030	gene
MA_10437011g0010	gene
MA_10437012g0010	gene
MA_10437013g0010	gene
MA_10437014g0010	gene
MA_10437015g0010	gene
MA_10437016g0010	gene
MA_10437017g0010	gene
MA_10437018g0010	gene
MA_10437020g0010	gene
MA_10437021g0010	gene
MA_10437022g0010	gene
MA_10437023g0020	gene
MA_10437024g0010	gene
MA_10437025g0010	gene
MA_10437026g0010	gene
MA_10437027g0010	gene
MA_10437028g0020	gene
MA_10437030g0010	gene
MA_10437031g0010	gene
MA_10437031g0020	gene
MA_10437032g0010	gene
MA_10437033g0010	gene
MA_10437035g0030	gene
MA_10437036g0010	gene
MA_10437037g0010	gene
MA_10437038g0010	gene
MA_10437038g0020	gene
MA_10437039g0010	gene
MA_10437039g0030	gene
MA_10437039g0050	gene
MA_10437040g0010	gene
MA_10437041g0010	gene
MA_10437041g0020	gene
MA_10437042g0010	gene
MA_10437045g0010	gene
MA_10437046g0010	gene
MA_10437047g0010	gene
MA_10437047g0020	gene
MA_10437048g0010	gene
MA_10437049g0010	gene
MA_10437050g0010	gene
MA_10437051g0010	gene
MA_10437053g0010	gene
MA_10437054g0020	gene
MA_10437055g0010	gene
MA_10437056g0010	gene
MA_10437058g0010	gene
MA_10437059g0020	gene
MA_10437059g0030	gene
MA_10437060g0010	gene
MA_10437060g0020	gene
MA_10437061g0020	gene
MA_10437063g0010	gene
MA_10437064g0010	gene
MA_10437065g0010	gene
MA_10437066g0010	gene
MA_10437067g0010	gene
MA_10437068g0010	gene
MA_10437069g0010	gene
MA_10437069g0020	gene
MA_10437070g0010	gene
MA_10437070g0020	gene
MA_10437071g0010	gene
MA_10437074g0010	gene
MA_10437075g0040	gene
MA_10437077g0010	gene
MA_10437078g0010	gene
MA_10437079g0010	gene
MA_10437081g0010	gene
MA_10437082g0010	gene
MA_10437082g0020	gene
MA_10437083g0010	gene
MA_10437083g0020	gene
MA_10437085g0010	gene
MA_10437086g0010	gene
MA_10437087g0010	gene
MA_10437088g0010	gene
MA_10437089g0010	gene
MA_10437090g0010	gene
MA_10437090g0020	gene
MA_10437091g0010	gene
MA_10437092g0010	gene
MA_10437093g0030	gene
MA_10437094g0010	gene
MA_10437095g0010	gene
MA_10437095g0020	gene
MA_10437096g0010	gene
MA_10437098g0010	gene
MA_10437099g0010	gene
MA_10437099g0020	gene
MA_10437099g0030	gene
MA_10437100g0010	gene
MA_10437101g0010	gene
MA_10437101g0020	gene
MA_10437102g0010	gene
MA_10437103g0010	gene
MA_10437104g0020	gene
MA_10437105g0010	gene
MA_10437109g0010	gene
MA_10437109g0030	gene
MA_10437110g0020	gene
MA_10437111g0010	gene
MA_10437112g0010	gene
MA_10437113g0010	gene
MA_10437114g0010	gene
MA_10437115g0010	gene
MA_10437116g0010	gene
MA_10437118g0010	gene
MA_10437119g0010	gene
MA_10437120g0010	gene
MA_10437121g0010	gene
MA_10437122g0020	gene
MA_10437125g0010	gene
MA_10437126g0010	gene
MA_10437127g0010	gene
MA_10437128g0010	gene
MA_10437129g0010	gene
MA_10437130g0020	gene
MA_10437131g0020	gene
MA_10437131g0030	gene
MA_10437133g0010	gene
MA_10437134g0010	gene
MA_10437135g0010	gene
MA_10437136g0010	gene
MA_10437138g0030	gene
MA_10437139g0010	gene
MA_10437140g0010	gene
MA_10437140g0020	gene
MA_10437142g0010	gene
MA_10437143g0010	gene
MA_10437144g0010	gene
MA_10437145g0010	gene
MA_10437145g0020	gene
MA_10437147g0010	gene
MA_10437148g0010	gene
MA_10437149g0010	gene
MA_10437150g0010	gene
MA_10437151g0010	gene
MA_10437152g0010	gene
MA_10437152g0020	gene
MA_10437153g0010	gene
MA_10437155g0010	gene
MA_10437155g0020	gene
MA_10437156g0010	gene
MA_10437157g0020	gene
MA_10437158g0020	gene
MA_10437159g0010	gene
MA_10437159g0040	gene
MA_10437160g0010	gene
MA_10437162g0010	gene
MA_10437163g0010	gene
MA_10437163g0030	gene
MA_10437164g0020	gene
MA_10437165g0010	gene
MA_10437166g0010	gene
MA_10437167g0010	gene
MA_10437168g0010	gene
MA_10437170g0010	gene
MA_10437171g0010	gene
MA_10437171g0020	gene
MA_10437172g0030	gene
MA_10437172g0050	gene
MA_10437173g0010	gene
MA_10437173g0020	gene
MA_10437174g0010	gene
MA_10437176g0010	gene
MA_10437177g0010	gene
MA_10437180g0010	gene
MA_10437181g0030	gene
MA_10437182g0040	gene
MA_10437183g0010	gene
MA_10437184g0010	gene
MA_10437185g0010	gene
MA_10437186g0010	gene
MA_10437187g0010	gene
MA_10437188g0010	gene
MA_10437189g0010	gene
MA_10437190g0010	gene
MA_10437191g0010	gene
MA_10437192g0010	gene
MA_10437193g0010	gene
MA_10437194g0010	gene
MA_10437194g0020	gene
MA_10437195g0010	gene
MA_10437198g0010	gene
MA_10437198g0020	gene
