MA_10430224g0010
MA_10432232g0010
MA_10432356g0010
MA_10434374g0010
MA_10435139g0010
MA_112645g0010
MA_124481g0010
MA_280477g0010
MA_5389750g0010
MA_5969116g0010
MA_70500g0010
MA_8227330g0010
MA_8274264g0010
MA_8519142g0010
MA_10020001g0010
MA_103237g0020
MA_10428998g0010
MA_1121588g0010
MA_164007g0010
MA_17760g0010
MA_183711g0010
MA_199195g0010
MA_203800g0010
MA_2674882g0010
MA_3942g0010
MA_40805g0010
MA_715864g0010
MA_8115459g0010
MA_8477310g0020
MA_98063g0010
