MA_10207823g0010
MA_10276052g0010
MA_102879g0010
MA_10428679g0010
MA_10429394g0010
MA_10429605g0010
MA_10430758g0010
MA_10431316g0020
MA_10432509g0010
MA_10435851g0010
MA_113094g0010
MA_124719g0010
MA_14810g0010
MA_18776g0010
MA_197119g0010
MA_217871g0010
MA_254136g0010
MA_262677g0010
MA_2868651g0010
MA_28880g0010
MA_28880g0020
MA_28937g0020
MA_29066g0010
MA_338838g0010
MA_361914g0010
MA_411073g0010
MA_4439170g0010
MA_467865g0010
MA_477187g0010
MA_491683g0010
MA_53533g0010
MA_53678g0010
MA_57964g0010
MA_6122032g0010
MA_67677g0010
MA_69192g0010
MA_7824g0010
MA_7937116g0010
MA_8098278g0010
MA_82831g0010
MA_829823g0010
MA_8424978g0010
MA_9001218g0010
MA_904606g0010
MA_9210901g0010
MA_9853020g0010
MA_10007908g0010
MA_10280648g0010
MA_10372964g0010
MA_10427262g0010
MA_10431450g0010
MA_10433410g0010
MA_10435062g0010
MA_136565g0010
MA_166600g0010
MA_57395g0010
MA_769629g0010
MA_7937586g0010
