MA_10007908g0010
MA_10291874g0010
MA_104125g0010
MA_10429605g0010
MA_10431450g0010
MA_10432509g0010
MA_10433063g0010
MA_10435851g0010
MA_118880g0010
MA_13350g0010
MA_136565g0010
MA_137736g0010
MA_2191330g0010
MA_278449g0010
MA_28880g0010
MA_29066g0010
MA_361914g0010
MA_411073g0010
MA_427202g0010
MA_477187g0010
MA_527006g0010
MA_53678g0010
MA_60018g0010
MA_6212404g0010
MA_6215853g0010
MA_67677g0010
MA_6922402g0010
MA_705422g0010
MA_769629g0010
MA_78087g0010
MA_8424978g0010
MA_89868g0010
MA_91576g0010
TRINITY_DN69_c0_g1_i1
TRINITY_DN423_c0_g1_i5
TRINITY_DN510_c1_g5_i1
TRINITY_DN612_c0_g1_i5
TRINITY_DN780_c1_g1_i4
TRINITY_DN972_c0_g2_i1
TRINITY_DN1265_c0_g1_i14
TRINITY_DN1520_c1_g1_i1
TRINITY_DN1581_c0_g1_i4
TRINITY_DN1874_c0_g1_i1
TRINITY_DN2276_c1_g3_i1
TRINITY_DN2336_c0_g1_i5
TRINITY_DN2315_c0_g3_i1
TRINITY_DN2630_c2_g1_i1
TRINITY_DN2662_c0_g1_i6
TRINITY_DN2662_c0_g1_i1
TRINITY_DN3419_c0_g1_i5
TRINITY_DN4229_c0_g1_i4
TRINITY_DN4908_c0_g1_i6
TRINITY_DN4987_c0_g3_i2
TRINITY_DN5400_c0_g1_i4
TRINITY_DN5523_c0_g1_i1
TRINITY_DN5925_c0_g1_i7
TRINITY_DN6716_c0_g1_i1
TRINITY_DN7812_c0_g2_i7
TRINITY_DN8002_c0_g3_i2
TRINITY_DN8529_c0_g2_i1
TRINITY_DN8729_c0_g1_i7
TRINITY_DN8729_c0_g1_i8
TRINITY_DN9090_c0_g1_i1
TRINITY_DN9090_c0_g1_i2
TRINITY_DN9604_c0_g1_i8
TRINITY_DN9797_c0_g1_i6
TRINITY_DN9968_c0_g2_i1
TRINITY_DN10686_c0_g1_i2
TRINITY_DN10809_c0_g1_i1
TRINITY_DN10809_c0_g1_i3
TRINITY_DN12188_c0_g1_i6
TRINITY_DN12178_c0_g1_i2
TRINITY_DN12300_c0_g1_i12
TRINITY_DN12376_c0_g2_i1
TRINITY_DN12424_c0_g3_i1
TRINITY_DN12679_c0_g1_i16
TRINITY_DN12660_c0_g1_i1
TRINITY_DN12915_c0_g1_i5
TRINITY_DN13509_c0_g2_i2
TRINITY_DN13711_c0_g1_i4
TRINITY_DN13777_c0_g1_i5
TRINITY_DN13945_c0_g1_i2
TRINITY_DN14246_c0_g2_i1
TRINITY_DN14296_c0_g1_i2
TRINITY_DN14528_c0_g1_i4
TRINITY_DN15079_c0_g1_i4
TRINITY_DN15079_c0_g1_i1
TRINITY_DN15088_c0_g1_i1
TRINITY_DN15768_c0_g1_i6
TRINITY_DN15918_c0_g1_i3
TRINITY_DN16417_c0_g1_i4
TRINITY_DN16462_c0_g1_i1
TRINITY_DN16515_c1_g1_i1
TRINITY_DN16622_c0_g1_i2
TRINITY_DN16626_c0_g1_i3
TRINITY_DN17306_c1_g1_i1
TRINITY_DN17949_c0_g2_i1
TRINITY_DN18821_c0_g1_i4
TRINITY_DN19861_c0_g2_i1
TRINITY_DN20585_c0_g2_i1
TRINITY_DN20959_c0_g1_i1
TRINITY_DN21859_c0_g2_i1
TRINITY_DN22621_c0_g4_i1
TRINITY_DN23064_c0_g1_i7
TRINITY_DN24591_c0_g1_i6
TRINITY_DN24765_c0_g1_i1
TRINITY_DN25532_c0_g1_i1
TRINITY_DN25726_c0_g1_i2
TRINITY_DN26404_c0_g1_i1
TRINITY_DN28294_c0_g1_i1
TRINITY_DN30867_c0_g4_i1
TRINITY_DN30802_c0_g1_i1
TRINITY_DN32954_c0_g2_i7
TRINITY_DN37789_c0_g1_i3
TRINITY_DN42640_c0_g4_i1
TRINITY_DN45610_c0_g1_i3
TRINITY_DN48765_c0_g1_i1
TRINITY_DN52642_c0_g2_i2
TRINITY_DN58806_c0_g1_i1
TRINITY_DN59051_c0_g2_i1
TRINITY_DN60255_c1_g1_i1
TRINITY_DN63817_c0_g1_i1
TRINITY_DN70842_c0_g1_i1
TRINITY_DN75692_c0_g1_i3
TRINITY_DN121331_c0_g1_i1
MA_140124g0010
MA_15386g0010
MA_217488g0010
MA_7130527g0010
MA_996191g0010
