MA_630451g0010
MA_9751563g0010
MA_10171864g0010
MA_10192193g0020
MA_10427716g0010
MA_10428363g0010
MA_10431705g0020
MA_10434413g0010
MA_10434960g0020
MA_11963g0010
MA_130948g0020
MA_188016g0010
MA_19229g0010
MA_1925779g0010
MA_239561g0010
MA_279651g0010
MA_409075g0020
MA_4232072g0010
MA_468133g0010
MA_4692557g0010
MA_62309g0010
MA_625323g0010
MA_7565020g0010
MA_83232g0010
MA_8998876g0010
MA_9266390g0010
MA_93411g0010
