MA_100548g0010
MA_10151561g0010
MA_102175g0010
MA_10292331g0010
MA_10381766g0010
MA_10428505g0010
MA_10428573g0010
MA_10428694g0010
MA_10428924g0010
MA_10429555g0010
MA_10430467g0010
MA_10430493g0010
MA_10431154g0010
MA_10431154g0020
MA_10431429g0010
MA_10433602g0010
MA_10433952g0010
MA_10434515g0010
MA_10436203g0010
MA_10437221g0010
MA_104614g0010
MA_116457g0010
MA_139843g0010
MA_141866g0010
MA_1542g0010
MA_160159g0010
MA_18900g0010
MA_202816g0010
MA_206815g0010
MA_22397g0010
MA_22426g0010
MA_236064g0010
MA_245615g0010
MA_2905927g0010
MA_3099g0010
MA_3127604g0010
MA_3329476g0010
MA_361914g0010
MA_38025g0010
MA_41199g0010
MA_42181g0010
MA_442802g0010
MA_450176g0010
MA_452577g0010
MA_475294g0010
MA_491986g0010
MA_500183g0010
MA_5617441g0010
MA_7156237g0010
MA_7632643g0010
MA_7848017g0010
MA_8065g0010
MA_80942g0020
MA_8144413g0010
MA_85817g0010
MA_8595976g0010
MA_86938g0010
MA_8822292g0010
MA_910689g0010
MA_9154853g0010
MA_918888g0010
MA_9831213g0010
TRINITY_DN807_c0_g1_i3
TRINITY_DN922_c0_g1_i8
TRINITY_DN3230_c0_g2_i1
TRINITY_DN3664_c0_g1_i2
TRINITY_DN4987_c0_g3_i2
TRINITY_DN5383_c0_g1_i17
TRINITY_DN7520_c0_g3_i1
TRINITY_DN10390_c0_g1_i1
TRINITY_DN11593_c0_g1_i9
TRINITY_DN11877_c0_g2_i1
TRINITY_DN13051_c0_g1_i2
TRINITY_DN13076_c0_g1_i6
TRINITY_DN14484_c1_g1_i1
TRINITY_DN18510_c0_g1_i13
TRINITY_DN18717_c0_g1_i7
TRINITY_DN19294_c0_g1_i6
TRINITY_DN19989_c0_g1_i4
TRINITY_DN20536_c0_g1_i8
TRINITY_DN24712_c0_g1_i2
TRINITY_DN25245_c0_g1_i5
TRINITY_DN25675_c0_g3_i5
TRINITY_DN26259_c0_g1_i2
TRINITY_DN26532_c0_g1_i2
TRINITY_DN28196_c0_g1_i2
TRINITY_DN28269_c0_g1_i2
TRINITY_DN32149_c0_g5_i1
TRINITY_DN37262_c0_g1_i1
TRINITY_DN52128_c0_g1_i2
TRINITY_DN75836_c0_g1_i2
MA_10203128g0010
MA_10341128g0010
MA_10373780g0020
MA_10432075g0010
MA_10432691g0010
MA_10433920g0010
MA_10435358g0010
MA_10437036g0010
MA_13389g0010
MA_155287g0010
MA_258650g0010
MA_462034g0010
MA_499991g0010
MA_6412g0010
MA_7021431g0010
MA_789108g0010
MA_8016537g0010
MA_93883g0010
TRINITY_DN2549_c0_g1_i2
TRINITY_DN23971_c0_g1_i10
